SMILES,Kow,Kowwin,Wildman-Crippen LogP
CCC1COC(Cn2cncn2)(O1)c3ccc(cc3)N(=O)=O,1.52,2.16,1.8647
Clc1ccc(Oc2nc(nc(n2)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl)cc1,5.67,6.31,5.970700000000001
OC(=O)CCCCCCCc1ccccc1,4.09,4.74,3.6543000000000028
OCCCNC(=O)C(F)(F)Cn1ccnc1N(=O)=O,-0.64,0.01,-0.07480000000000064
OC(=O)C(OCc1ccccc1)c2ccccc2,2.0,2.66,3.0291000000000015
CCCCCc1ccc(OCC(OC(=O)n2ccnc2)C(C)(C)C)cc1,5.26,5.92,5.094200000000005
CCCCOc1ccc(OCC(OC(=O)n2ccnc2)C(C)(C)C)cc1,4.29,4.96,4.540400000000004
CC(=O)c1ccc2OCCOCCOCCOCCOCCOc2c1,-0.05,0.63,1.7267999999999997
C1c2ccccc2Sc3ccccc13,3.86,4.55,3.7420000000000027
CCc1nc(C)c(n1)N(=O)=O,0.76,1.46,
CCC1COC(Cn2cncn2)(O1)c3ccc(NC(=O)c4ccc(cc4)N(=O)=O)cc3,2.17,2.87,3.1170000000000018
Cn1c(C=C)ncc1N(=O)=O,0.62,1.33,0.9712999999999998
CNC(Cc1ccccc1)C(=O)O,-1.53,-0.82,0.9017
OC(=O)C(OCc1ccc(Cl)cc1)c2ccccc2,2.6,3.31,3.682500000000002
CCC1COC(Cn2cncn2)(O1)c3ccc(cc3Cl)n4cncn4,1.28,2.0,2.1906
CCOC(=O)C(NC(=O)CCCCSc1ncnc2ncnc12)c3ccccc3,1.13,1.85,
CCC(=O)OC1(CCN(C)C(C)C1C)c2ccccc2,3.13,3.86,3.1952000000000016
C=CCn1cncc1N(=O)=O,0.52,1.27,0.9772999999999998
CNC(=NC#N)NCCSCc1ncn(COC(=O)C(C)(C)C)c1C,1.81,2.57,1.6175999999999995
CCCN1CC(NS(=O)(=O)N(CC)CC)C=C2C1CCc3ccc(O)cc23,2.63,3.39,2.3608000000000002
CCCCCc1cc(CCCCN2CC(=O)c3ccccc3C2=O)c4C5CC(=CCC5C(C)(C)Oc4c1)C,9.07,9.83,7.691600000000009
OC(=O)C(Cc1ccc(O)cc1)n2cccc2,1.56,2.33,2.0621
OCC1COC(Cn2cncn2)(O1)c3ccc(Cl)cc3Cl,1.76,2.53,1.8455999999999995
CCc1ncc(N(=O)=O)n1C,0.68,1.46,0.8906999999999999
O=Cn1c2CNCCc2c3ccccc13,0.26,1.04,1.3253
Oc1cccc(Cl)n1,0.93,1.72,1.4405999999999999
CC(C)CCOCc1c(O)c(C)ncc1CO,0.83,1.63,2.1506200000000004
CC(=O)c1c(C)n(C)c2ccccc12,2.03,2.83,2.6893200000000013
Clc1ccc(cn1)N2CCNC2=CN(=O)=O,-0.23,0.57,1.2201999999999997
OCCCCNC(=O)C(F)(F)Cn1ccnc1N(=O)=O,-0.29,0.51,0.31529999999999975
Cc1nnc(C(=O)NC2CC2)c1N(=O)=O,0.25,1.07,
Cc1nnc(C(=O)NC2CCCC2)c1N(=O)=O,1.24,2.06,
OCC(CO)OCn1ccnc1N(=O)=O,-1.17,-0.34,-0.8814000000000004
CCCCOC(=O)NCCn1c(C)ncc1N(=O)=O,1.22,2.06,1.6260199999999998
Cc1nnc(C(=O)NC2CCCCC2)c1N(=O)=O,1.71,2.55,
Cc1ncc(N(=O)=O)n1CCNC(=O)OC2CCCCC2,2.01,2.85,2.15862
CC1C(C)C(CCN1C)(OC(=O)C)c2ccccc2,2.52,3.37,2.8051000000000013
COC(=O)CCCCC(S)CCS,2.27,3.13,2.338100000000001
CC(C)(C)c1ccc2OCCOCCOCCOCCOc2c1,2.26,3.13,2.8051000000000013
Cn1c(Cc2ccc(cc2)C(=O)N)ncc1N(=O)=O,0.55,1.42,1.0179999999999998
CN1C=CCC(=C1)C(=O)OC2CCC(CC2)NC(=O)N(CCCl)N=O,2.53,3.41,2.505700000000001
CCCCC(NC(Cc1ccccc1)C(=O)N2CCC(CC2)OCOC)C(=O)NC(CC3CCCCC3)C(O)CC(C(C)C)C(=O)NCCCNCCO,3.5,4.38,3.9242000000000066
COc1ccc2cc(ccc2c1)C(C)C(=O)OCC(=O)N(C)C,2.05,2.94,2.5833000000000004
Clc1ccc(CN2CCCNC2=CN(=O)=O)cn1,-0.62,0.28,1.6058999999999994
CCC1COC(Cn2cncn2)(O1)c3ccc(NC(=O)NC)cc3,0.62,1.53,1.7077999999999998
CCC(=O)C1(CCN(C)CC1)c2cccc(O)c2,1.02,1.94,2.3347000000000007
CCCCCCC(C)(C)c1ccc(C2CC(O)CC3CCC(O)CC23)c(O)c1,6.13,7.05,5.6557000000000075
CN1C=CCC(=C1)C(=O)OC2(CCC3C4CCC5=CC(=O)CCC5(C)C4CCC32C)C#C,4.49,5.42,5.166600000000005
COc1ccc(COC(C(=O)O)c2ccccc2)cc1Cl,2.45,3.39,3.6911000000000023
COc1nc(nc(n1)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,3.64,4.58,3.5336000000000007
OC(=O)c1cccc2cccc(C(=O)O)c12,1.98,2.93,2.2361999999999997
CC(OCc1cn(C)c(C=NO)n1)C(C)(C)C,2.53,3.48,2.1794000000000002
CCC(C)NC(=O)C(=Cc1ccccc1)Cc2ccccc2,3.99,4.94,4.227400000000003
CCCCCCOC(=O)Oc1cccc(c1)C2(CCN(C)CC2)C(=O)CC,3.38,4.33,4.724800000000004
CNC(=NC#N)Nc1cccc(c1)c2csc(N=C(N)N)n2,1.6,2.56,1.18338
OC(=O)C(Cc1ccc(F)cc1)n2cccc2,2.04,3.01,2.4956000000000005
CCCNc1nc(nc(n1)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,4.09,5.07,4.3469000000000015
CCCc1cc(OC)c2C3CC(=C)CCC3C(C)(C)Oc2c1,6.26,7.26,5.258600000000006
CC1(C)COC(Cn2cncn2)(OC1)c3ccc(cc3Cl)n4ccnc4,2.26,3.27,3.0432000000000015
Cc1nc(N)c(C)c2nc3ccccc3c12,1.97,3.02,
Cn1c(COc2ccc(Cl)cc2)ncc1N(=O)=O,1.8,2.86,2.5607000000000006
OC(C1CCN(CCCC(=O)c2ccccc2)CC1)(c3ccccc3)c4ccccc4,4.42,5.48,5.297600000000005
CCCCC(NC(Cc1ccccc1)C(=O)N2CCC(CC2)OCOC)C(=O)NC(CC3CCCCC3)C(O)CC(C(C)C)C(=O)NCC(C)(C)N,3.8,4.86,4.689500000000006
Nc1nc(nc(n1)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,2.47,3.54,3.1071999999999997
Cc1cc(O)cc(Br)c1O,1.38,2.47,2.16872
O1C(N(=O)=O)=CC=C1C=CC2=NC=CN2CC(=O)OCC,1.27,2.36,2.1178
C=CCn1cccn1,0.35,1.45,1.0691
OC(=O)CCCCCNCCc1ccccc1,-1.3,-0.18,2.4637000000000002
O=N(=O)c1nccn1CCN2CCCCC2,0.36,1.48,1.2771999999999997
CCOC(CC)(OCC)OCC,1.97,3.1,2.1597
CC(C)(C)c1ccc2OCCOCCOCCOCCOCCOc2c1,1.71,2.85,2.8217000000000017
CC1CC2OC(=O)C(=C)C2C(OC(=O)CCCC(=O)OC3C4C(CC(C)C5C=CC(=O)C53C)OC(=O)C4=C)C6(C)C1C=CC6=O,1.37,2.54,3.7783000000000033
CC1CCCC(C)C1NC(=O)N(CCCl)N=O,2.57,3.8,2.7429000000000006
ON=Cc1nccn1COCCC#C,0.67,1.91,0.6885999999999999
CN(CCCn1ccnc1C=NO)S(=O)(=O)C(F)(F)F,1.77,3.08,0.8627
CC1CC(C)C(=C(C1)C(=O)O)C(=O)O,1.53,2.85,1.5182
CC1=NCCC1,1.87,3.22,1.2411
CCC1COC(Cn2cncn2)(O1)c3ccc(NC(=O)C(F)(F)F)cc3,1.08,2.51,2.4573
O=n1nc2ccccc2c3ccccc13,2.24,3.77,2.0214
CCC1(CC)OCC(CO1)c2ccc(NC(=O)N(C)C)cc2C,2.76,4.31,3.7352200000000026
ClC(Cl)(Cl)c1nc(nc(n1)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,3.75,5.51,5.3517
Nc1nn(=O)c2cc(OCC(O)CO)ccc2n1=O,-1.1,-1.27,-2.184199999999999
CC(C)(C)n1ccnc1C=NO,0.85,2.79,1.4462
CCCCC(NC(Cc1ccccc1)C(=O)N2CCC(CC2)OCOC)C(=O)NC(CC3CCCCC3)C(O)CC(C(C)C)C(=O)NCCCN4(=O)CCOCC4,3.6,4.0,4.687100000000007
CC(C)c1cc(OS(=O)(=O)C2(CCC3CC2=O)C3(C)C)c(C)cc1OCCN(C)C,4.37,6.4,3.9152200000000033
CSCCCNC(=O)C(F)(F)Cn1cnc(n1)N(=O)=O,0.76,0.75,0.6909000000000001
CCCCCCC(=O)OC(C(=O)NC1C2SCC(=C(N2C1=O)C(=O)O)C)c3ccccc3,3.23,3.22,2.9998000000000014
CC(C)CC(NC(=O)C)C(=O)NC(CCC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)N,0.47,0.46,0.09960000000000468
CCOC(=O)Cc1ccc(O)c2ncccc12,2.26,2.24,2.046
Clc1ccc(CN2CCNC2=CN(=O)=O)cn1,-0.19,-0.21,1.2157999999999995
Cc1nnc(C(=O)Nc2ccc(C)cc2)c1N(=O)=O,2.34,2.32,
CC(C)(C)N(NC(=O)c1ccccc1F)C(=O)c2ccccc2Cl,2.63,2.6,4.0648000000000035
CCC(=O)C(CS(=O)(=O)c1ccccc1)c2ccc(C)cc2,2.7,2.66,3.531620000000003
CC(C)NC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,2.43,2.39,2.858900000000001
COC(=O)c1cnc(Cl)cn1,0.47,0.42,0.9165999999999999
CCNc1nc(SC)nc(n1)C(Cl)(Cl)Cl,3.87,3.82,2.852000000000001
CCN1C(=O)C(=O)c2c(Cl)cccc2C1=O,1.43,1.38,1.5250000000000001
Clc1ccc(CN2CCSC2=CN(=O)=O)cn1,0.65,0.59,2.3594
CNC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,1.54,1.48,2.0802999999999994
OCCOc1ccccc1Cl,1.81,1.74,1.7110999999999998
Cc1ncnc2n(cnc12)C3CCC(CO)O3,-0.12,-0.19,0.8046199999999999
CSc1nc(Nc2ccc(Cl)cc2)nc(n1)C(Cl)(Cl)Cl,5.71,5.64,4.8172000000000015
CC(C)CCCNC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,3.93,3.86,3.886700000000003
CCN1C(=O)C(=O)c2c(OC)cccc2C1=O,0.9,0.82,0.8802000000000001
CC(=O)OC1C2=C(C)C(CC(O)(C(OC(=O)c3ccccc3)C4C5(COC5CC(O)C4(C)C1=O)OC(=O)C)C2(C)C)OC(=O)C(O)CNC(=O)c6ccccc6,1.75,1.67,1.9944000000000015
CC(O)COc1ccccc1,1.61,1.52,1.4462
CCC(=O)C(CS(=O)(=O)c1ccc(C)cc1)c2ccc(C)cc2,3.3,3.21,3.840040000000003
Cc1ccc(Cl)c(C)c1,3.83,3.73,2.9568400000000015
CCNC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,2.07,1.97,2.4703999999999997
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)NCc5ccccc5,3.28,3.18,3.6507000000000023
Cc1cccc(OCCO)c1,1.76,1.65,1.3661199999999998
CCN1C(=O)C(=O)c2cccc(OC)c2C1=O,0.94,0.82,0.8802000000000001
COCCCNC(=O)C(F)(F)Cn1cnc(n1)N(=O)=O,0.01,-0.11,-0.025700000000000445
CSCCC(NC(=O)C)C(=O)NC(Cc1ccccc1)C(=O)N,0.42,0.3,0.4570000000000004
Clc1ccc(Sc2nc(nc(n2)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl)cc1,6.67,6.55,6.329600000000001
CCN1C(=O)C(=O)c2c(C#N)cccc2C1=O,0.41,0.28,0.7432800000000002
CCC(=O)C(CS(=O)(=O)c1ccc(C)cc1)c2ccc(Cl)cc2,3.43,3.3,4.185020000000003
CCCNC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,2.59,2.46,2.860500000000001
CC(C)CNC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,3.01,2.88,3.1065000000000014
CCCC(=O)OC(C(=O)NC1C2SCC(=C(N2C1=O)C(=O)O)C)c3ccccc3,1.89,1.75,1.8294999999999992
Cc1cc(C)cc(Cl)c1,3.88,3.73,2.9568400000000015
CN(C)N=Nc1cccc(c1)C(=O)N,1.3,1.15,1.3458
CSCCNC(=O)C(F)(F)Cn1cnc(n1)N(=O)=O,0.41,0.26,0.30080000000000023
CCC(C)C(NC(=O)C(CCCN)NC(=O)C)C(=O)NC(C(C)C)C(=O)N,-0.43,-0.58,-0.612999999999996
CC(NC(=O)C)C(=O)NC(CCC(=O)O)C(=O)NC(C)C(=O)NC(C)(C)C,-0.67,-0.82,-0.7199999999999964
CCCCNC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,3.1,2.95,3.250600000000002
COC(=O)CNC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,1.69,1.52,1.6234999999999993
CC(C)C1N2C(=O)C(NC(=O)C3CNC4Cc5c(C)nc6cccc(C4=C3)c56)(OC2(O)C7CCCN7C1=O)C(C)C,3.15,2.98,
OCCCNC(=O)C(F)(F)Cn1cnc(n1)N(=O)=O,-0.63,-0.81,-0.6798000000000008
CC(C)CC(NC(=O)C)C(=O)NC(Cc1ccccc1)C(=O)NC(CCCNC(=N)N)C(=O)N,-0.12,-0.3,-0.5019299999999949
OCC(F)(F)Cn1cnc(n1)N(=O)=O,-0.21,-0.4,-0.18610000000000015
CN1C(=O)CN=C(c2ccccc2Cl)c3cc(ccc13)N(=O)=O,2.56,2.36,3.062000000000001
CCCCCNC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,3.64,3.44,3.6407000000000025
CCC(=O)OC(C(=O)NC1C2SCC(=C(N2C1=O)C(=O)O)C)c3ccccc3,1.47,1.26,1.4393999999999998
CC(=O)OCC(O)Cn1ccnc1N(=O)=O,-0.37,-0.59,-0.2847000000000004
CSCCC(NC(=O)C)C(=O)NC(C(C)C)C(=O)N,-0.28,-0.5,-0.12969999999999826
CC(O)C(=O)OC1CC2(O)C(OC(=O)c3ccccc3)C4C5(COC5CC(O)C4(C)C(=O)C(OC(=O)C)C(=C1C)C2(C)C)OC(=O)C,1.52,1.3,1.5842999999999985
Oc1ccc(O)c2ncccc12,1.42,1.18,1.6459999999999997
OCCOc1ccc(Cl)cc1,1.99,1.74,1.7110999999999998
CC(O)COc1ccc(Cl)cc1,2.41,2.16,2.0995999999999997
Oc1ccc(C=O)c2cccnc12,1.63,1.38,1.7529
CCOC(=O)c1cccc2C(=O)N(CC)C(=O)C(=O)c12,1.31,1.06,1.0483000000000002
CC(=O)OC(C(=O)NC1C2SCC(=C(N2C1=O)C(=O)O)C)c3ccccc3,1.02,0.77,1.0492999999999992
OCc1ccc(O)c2ncccc12,1.0,0.74,1.4326999999999999
COCC(Cn1ccnc1N(=O)=O)OC,0.06,-0.2,0.4527000000000001
COCCCNC(=S)C(F)(F)Cn1cnc(n1)N(=O)=O,1.1,0.84,0.7751000000000001
COCC(F)Cn1cnc(n1)N(=O)=O,-0.04,-0.31,0.17079999999999984
OCC1CCC(O1)n2cnc3cncnc23,-0.47,-0.74,0.4962
OCCn1c(C=Cc2ccccc2)ncc1N(=O)=O,2.25,1.98,1.954
CCN1C(=O)C(=O)c2c(cccc2C1=O)N(=O)=O,0.82,0.55,0.7798
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)C(CCCCN)NC(=O)C)C(=O)N,0.98,0.71,0.3638000000000034
CC1(C)SC2C(NC(=O)c3c(CO)onc3c4c(F)cccc4Cl)C(=O)N2C1C(=O)O,2.23,1.95,1.8716999999999997
CCOc1ccc(cc1)C2(CC2(Cl)Cl)C(=O)OC,4.1,3.81,3.0737000000000014
CC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)C(CCCCN)NC(=O)C)C(=O)N,0.51,0.22,-0.026299999999996326
CCN(CC)S(=O)(=O)N(CC)C1CN(C)C2Cc3cnc4cccc(C2=C1)c34,3.09,2.8,
Nc1ncnc2n(cnc12)C3OC(CO)CC3O,-0.61,-0.91,-0.9508000000000003
Nc1ncc(Cc2cccc(Cl)c2Cl)c(N)n1,2.81,2.51,2.5385999999999997
CCC(C)C(NC(=O)C)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)N,-0.04,-0.34,-0.4870999999999956
CC(C)CC(NC(=O)C)C(=O)NC(CCCN)C(=O)NC(Cc1ccccc1)C(=O)N,0.53,0.22,-0.02629999999999455
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)NCC#C,2.0,1.69,2.0837000000000003
COc1ccc(OC)c(Cc2cnc(N)nc2N)c1,1.7,1.38,1.2489999999999999
CC(C)CC(NC(=O)C(CCCCN)NC(=O)C)C(=O)N,-0.26,-0.58,-0.3636999999999963
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)C(CCCN)NC(=O)C)C(=O)N,0.54,0.22,-0.026299999999996326
OCC1CC(F)C(O1)n2cnc3c(I)ncnc23,0.63,0.3,1.0488
CCN1C(=O)C(=O)c2c(OC)cc(OC)cc2C1=O,1.23,0.9,0.8888
CCN(CC)C(=O)c1cccc2C(=O)N(CC)C(=O)C(=O)c12,0.78,0.45,1.3536000000000001
COCc1ccc(O)c2ncccc12,1.78,1.44,2.0867999999999998
CC1=C(N2CC2)C(=O)C(=C(N3CC3)C1=O)Br,1.36,1.01,0.6499
COC(=O)c1ccc(OCC(OC(=O)n2ccnc2)C(C)(C)C)cc1,3.59,3.24,3.148100000000002
C(c1ccccc1)n2ncnn2,1.03,0.67,0.7213999999999998
CN1C(=O)C(=O)c2ccccc2C1=O,0.6,0.24,0.48150000000000004
CC(C)CC(NC(=O)C(CCCN)NC(=O)C)C(=O)N,-0.71,-1.07,-0.7537999999999963
Nc1nc(Cl)nc2n(cnc12)C3OC(CO)C(O)C3O,-0.37,-0.73,-1.3266000000000007
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)NC(C)(C)C,3.2,2.84,3.2490000000000014
CCCN1C(=O)C(=O)c2ccccc2C1=O,1.6,1.23,1.2617
CS(=O)(=O)N(c1ccccc1N(=O)=O)S(=O)(=O)C,0.81,0.44,0.32040000000000013
CC(C)CCNC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,3.74,3.37,3.4966000000000026
COCC(O)Cn1c(C)cnc1N(=O)=O,0.03,-0.35,0.10702000000000034
CC(C)C(=O)OC(C(=O)NC1C2SCC(=C(N2C1=O)C(=O)O)C)c3ccccc3,2.05,1.67,1.6853999999999998
CCN1C(=O)C(=O)c2ccccc2C1=O,1.13,0.74,0.8716000000000002
CC(=O)NC(CCCCN)C(=O)NC(Cc1ccccc1)C(=O)N,0.12,-0.27,-0.16709999999999592
COCCN1CCc2cccc(Cl)c2CC1,3.0,2.6,2.3870000000000005
O=C1N(C(=O)c2ccccc2C1=O)c3ccccc3,1.14,0.74,2.0563000000000002
COc1cccc(c1)C(=O)NP(=O)(N2CC2)N3CC3,0.86,0.46,1.1643
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)N,1.41,1.01,1.8196
CCN1C(=O)C(=O)c2ccc(Cl)cc2C1=O,1.79,1.38,1.5250000000000001
CC(O)CNC(=O)C(F)(F)Cn1cnc(n1)N(=O)=O,-0.47,-0.88,-0.6814000000000007
CC(=O)NC(Cc1ccccc1)C(=O)NC(CCCCN)C(=O)N,0.14,-0.27,-0.1670999999999977
Nc1ncnc2n(C3CCC(CO)O3)c(F)nc12,-0.03,-0.45,0.21749999999999964
OCC1CC(F)C(O1)n2cnc3c(Br)ncnc23,0.44,0.02,1.2066999999999999
CC(C)CC(NC(=O)C(CC(=O)O)NC(=O)C(Cc1ccccc1)NC(=O)C)C(=O)N,0.39,-0.03,-0.29049999999999637
CC(C)CC(NC(=O)C)C(=O)NC(CCCCN)C(=O)NC(Cc1ccccc1)C(=O)N,1.14,0.71,0.3638000000000051
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)C)C(=O)N,0.4,-0.03,-0.2904999999999966
Oc1ccc(I)c2cccnc12,3.27,2.83,2.545000000000001
Oc1ccc(F)c2cccnc12,2.3,1.86,2.0794999999999995
CC(C)CN1C(=O)C(=O)c2ccccc2C1=O,2.08,1.64,1.5077
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)NCc5ccc(cc5)N(=O)=O,3.44,3.0,3.558900000000002
CC1(OC(=O)NC1=O)c2ccccc2,1.85,1.4,1.1682
CN(C)N=Nc1ccc(cc1)N(=O)=O,3.25,2.8,2.1551
CC(C)N1C(=O)C(=O)c2ccccc2C1=O,1.6,1.15,1.2601
COCCNC(=O)C(F)(F)Cn1cnc(n1)N(=O)=O,-0.15,-0.6,-0.41580000000000084
CC(=O)c1ccc(O)c2ncccc12,1.8,1.34,2.143
CN(C)CCOC(=O)c1ccc(C)cc1,2.53,2.07,1.71342
CCCCN1C(=O)C(=O)c2ccccc2C1=O,2.18,1.72,1.6518
N#CN=C1NCCN1Cc2cccnc2,0.77,0.29,0.3238799999999997
COC(C)(C(=O)O)c1ccccc1,1.64,1.16,1.6328
Cn1c(cnc1C(=O)N)N(=O)=O,0.29,-0.19,-0.5728
COc1cc(Cc2cnc(N)nc2N)cc(Br)c1OC,2.23,1.75,2.0115
NC(=O)COc1cccc(Cc2cnc(N)nc2N)c1,0.28,-0.21,0.09589999999999982
CC1CSC2C(NC(=O)C(O)c3ccccc3)C(=O)N2C1C(=O)O,0.47,-0.03,0.20919999999999978
CC(C)CC(NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C)C(=O)N,0.16,-0.34,-0.48709999999999715
OCCNC(=O)CCn1ccnc1N(=O)=O,-1.08,-1.59,-0.7101
CCCCc1ccc(cc1)C(=O)OCCN(C)C,4.06,3.55,2.747600000000001
CCC(C)N1C(=O)C(=O)c2ccccc2C1=O,2.15,1.64,1.6502000000000001
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)NCCCl,2.73,2.22,2.689300000000001
OCCNC(=O)C(F)(F)Cn1cnc(n1)N(=O)=O,-0.77,-1.3,-1.069900000000001
CCOC(=O)c1ccc(OCC(OC(=S)n2ccnc2)C(C)(C)C)cc1,4.77,4.24,3.7031000000000027
CCN1C(=O)C(=O)c2cc3ccccc3cc2C1=O,2.47,1.91,2.0248
Nc1nc(Cl)c2ncn(C3OC(CO)CC3F)c2n1,0.28,-0.29,0.6798
OC(CNCCNC(=O)Cc1ccccc1)COCc2ccccc2,1.45,0.88,1.5126000000000006
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)NCC#N,1.57,1.0,1.97408
Oc1ccc(CC#N)c2cccnc12,1.81,1.23,2.00648
COc1ncnc2n(cnc12)C3OC(CO)CC3F,0.25,-0.33,0.45280000000000004
S=C(NN=Cc1cccn1)Nc2ccccc2,3.73,3.13,
CCC1CC2C3CCC4=CC(=O)CCC4C3CCC2(C)C1C(=O)CF,4.66,4.06,4.919100000000005
O=N(=O)c1ncnn1,-0.33,-0.94,
CC(CCC(=O)N)n1nnc2ccccc12,1.15,0.54,1.2577999999999996
CCOc1ccc(cc1)C2(CC(F)(F)C2(F)F)C(=O)OC,4.06,4.85,3.1704000000000017
CC(C)(C)C(COc1ccc(cc1)S(=O)(=O)C)OC(=O)n2ccnc2,2.59,1.98,2.7650000000000015
CCCCCCNC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,4.54,3.93,4.030800000000003
CN(C)N=Nc1ccc(cc1)S(=O)(=O)C,1.59,0.97,1.6504
COc1ccc(cc1)C(=O)NP(=O)(N2CC2)N3CC3,1.08,0.46,1.1643
CN(C)N=Nc1ccc(cc1)C(F)(F)F,4.0,3.37,3.2657000000000016
COC(O)Cn1c(Br)c(Br)nc1N(=O)=O,1.02,0.39,1.2811
COc1cc(ccc1c2nc3ccccc3n2)S(=O)C,2.15,1.52,
CCOc1ncnc2n(cnc12)C3OC(CO)CC3F,0.8,0.16,0.8428999999999998
CCC(C)C(NC(=O)C(CC(=O)O)NC(=O)C)C(=O)NC(Cc1ccccc1)C(=O)N,0.61,-0.03,-0.29049999999999637
COC(=O)C1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1C(=O)CO,1.78,1.14,1.9339
COC(=O)c1ccccc1CS(=O)(=O)Nc2nc(OC)cc(OC)n2,2.4,1.75,1.2222999999999997
COC(O)Cn1c(Br)cnc1N(=O)=O,0.16,-0.5,0.5186
CCN1C(=O)C(=O)c2ccc(OC)cc2C1=O,1.49,0.82,0.8802000000000001
CN1C=CCC1c2cccnc2,1.47,0.78,1.9719
C(c1ccccc1)n2cnnn2,1.36,0.67,0.7213999999999998
COC(=O)c1ccc2nccc2c1,2.58,1.89,
Clc1cc(NC=NOCc2ccccc2)cc(Cl)c1OCC#C,4.2,4.66,4.577400000000003
CC(=O)Nc1ncnc2n(cnc12)C3CC(O)C(CO)O3,-0.19,-0.91,-0.5746000000000002
OCC1CC(F)C(O1)n2cnc3c(F)ncnc23,0.06,-0.67,0.5833000000000002
CCN1C(=O)C(=O)c2c(cccc2C1=O)C(=O)N,-0.5,-1.25,-0.02949999999999975
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)NC(CO)c5ccccc5,2.89,2.14,3.1841000000000017
OC1C(CCl)OC2C1Oc3nc(=N)ccn23,-3.1,-3.86,-0.37933000000000017
Nc1ccccc1S(=O)(=O)N,0.22,-0.55,-0.08379999999999999
O=C(NN=Cc1cccn1)Nc2ccccc2,2.96,2.19,
O=C1CC(N1)Sc2nc3ccccc3s2,2.3,1.51,2.2344
NC(COCc1cccnc1)C(=O)O,-2.44,-3.24,0.01009999999999972
CCOC(CNC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C)OCC,2.65,1.85,2.8496000000000006
CC(C)(C)NC(=O)C1CN(CCN1CC(O)CC(Cc2ccccc2)C(=O)NC3C(O)Cc4ccccc34)S(=O)(=O)c5cccc6cccnc56,3.7,2.9,3.2088000000000045
CCN(CC)N=Nc1ccccc1C(=O)N,2.96,2.13,2.1260000000000003
CC(C)(C)NC(=O)C1CN(CCN1CC(O)CC(Cc2ccccc2)C(=O)NC3C(O)Cc4ccccc34)C(=O)OCc5ccccc5,4.67,3.78,3.6085000000000047
COCC(O)Cn1ncc(n1)N(=O)=O,-0.07,-0.97,-0.8064000000000002
CCCCN(C)N=Nc1ccccc1C(=O)N,3.52,2.62,2.5161
ClC=CCON=CNc1cc(Cl)c(OCC#C)c(Cl)c1,3.9,4.15,4.129700000000002
O=C1CC(N1)Sc2ccncc2,0.61,-0.31,1.0196999999999998
